price_per_month,metro_nearest_time,total_area,floor,has_bath_flg,has_shower_flg,has_internet_flg,has_ac_flg,has_room_furniture_flg,has_kitchen_furniture_flg,has_dishwasher_flg,has_washer_flg,has_tv_flg,has_fridge_flg,utility_fixed_bill,utility_usage_bill_flg,utility_counters_extra_flg,deposit,comission,prepayment_months_cnt,rent_term_months_cnt,combined_bathrooms_cnt,separate_bathrooms_cnt,repair_cat,freight_elevators_cnt,passenger_elevators_cnt,parking_cat,heating_cat,balcony_cnt,loggia_cnt,has_garbage_chute_flg,has_concierge_flg,entrances_cnt,individual_project_flg,era_cat,house_type_monolithic_flg,house_type_monolithic_brick_flg,house_type_panel_flg,district_krasnogvardeysky_flg,district_krasnoselsky_flg,district_moskovsky_flg,district_nevsky_flg,district_other_flg,district_primorsky_flg,district_vyborgsky_flg
30000,25,30.9,0.8,0,0,1,0,1,1,0,1,0,1,5000,0,1,35000,0.6,1,12,0,1,1,0,0,1,1,1,0,0,0,7,0,2,0,0,1,0,0,1,0,0,0,0
38000,6,21.9,0.47,1,0,1,0,1,1,0,1,0,1,3000,0,1,40000,0.0,1,3,1,0,1,1,1,1,3,1,0,0,0,6,1,4,1,0,0,0,0,0,0,1,0,0
195000,14,140.0,0.88,0,0,0,0,1,1,0,1,0,1,12000,0,1,195000,0.0,1,12,0,2,1,0,3,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1
40000,6,52.0,1.0,1,0,1,0,1,1,1,1,1,1,5000,0,1,50000,0.0,1,12,1,0,1,0,0,2,1,1,0,0,0,17,0,3,0,0,0,0,0,0,0,0,1,0
55000,9,45.0,1.0,0,1,1,1,1,1,1,1,1,1,5000,0,1,30000,0.15,1,3,1,0,3,1,1,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0
27000,12,30.0,0.62,0,1,0,0,1,0,0,1,0,1,3000,0,1,27000,0.0,1,12,1,0,1,1,1,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1
40000,11,40.9,0.11,0,1,1,1,1,1,1,1,1,1,5000,0,1,40000,0.5,1,12,1,0,2,1,1,1,0,0,0,0,1,5,0,3,1,0,0,0,0,0,0,0,0,1
55000,9,43.0,1.0,0,0,1,1,1,1,1,1,1,1,5000,0,1,60000,0.5,1,12,0,1,3,1,1,1,3,1,0,0,0,11,1,4,0,1,0,0,1,0,0,0,0,0
25000,14,20.9,0.86,0,1,1,0,1,1,0,1,1,1,0,0,0,25000,0.0,1,12,1,0,2,1,2,1,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0
35000,23,45.7,0.4,0,1,0,0,1,1,0,1,1,1,4000,0,1,35000,0.5,1,12,0,1,1,0,0,1,1,0,0,0,0,6,0,2,0,0,1,0,0,0,1,0,0,0
55000,18,29.0,0.33,1,0,1,1,1,1,1,1,0,1,5000,0,1,55000,0.0,1,12,1,0,3,1,1,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,1
40000,3,29.0,1.0,0,1,1,0,1,1,0,1,1,1,5000,0,0,40000,0.0,1,12,1,0,2,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
45000,17,26.1,0.67,0,1,1,0,1,1,0,1,1,1,4000,0,1,40000,0.6,1,12,1,0,2,0,0,2,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0
69999,10,65.0,0.43,0,1,1,0,1,1,0,1,1,1,8000,0,1,70000,0.2,1,3,1,0,1,0,1,1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0
60000,6,37.0,0.7,0,0,0,0,1,1,1,1,1,1,4000,0,1,60000,0.8,1,12,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0
42000,23,43.0,0.65,1,0,1,0,1,1,0,1,0,1,6000,0,1,42000,0.0,1,12,0,1,2,0,3,1,1,0,1,1,0,4,1,3,0,0,1,0,0,0,1,0,0,0
32000,15,24.0,0.67,0,1,1,0,1,0,0,1,1,1,5000,0,1,32000,0.0,1,12,1,0,2,0,2,1,1,1,0,0,0,15,1,4,1,0,0,0,0,1,0,0,0,0
38000,14,37.0,0.43,1,0,1,0,1,1,0,1,1,1,0,1,1,30000,0.0,1,12,0,1,2,0,1,0,1,0,0,1,0,4,1,2,0,0,0,0,0,1,0,0,0,0
43000,6,35.7,0.62,0,0,1,0,1,1,1,1,0,1,5000,0,1,43000,0.7,0,12,0,1,2,0,1,1,1,0,1,0,0,12,0,4,0,1,0,0,0,0,0,1,0,0
36000,23,33.3,0.6,1,0,0,0,1,1,0,1,1,1,5000,0,1,36000,0.0,1,12,0,1,1,2,2,0,1,0,1,1,0,6,0,3,0,0,0,0,0,0,0,0,1,0
100000,3,63.0,0.33,0,0,1,1,1,1,1,1,1,1,6000,0,0,100000,0.6,1,12,1,0,2,0,1,1,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
105000,16,49.7,0.9,1,0,0,0,1,1,1,1,1,1,0,0,1,105000,0.3,0,12,1,0,3,1,1,2,2,0,1,0,0,31,1,4,1,0,0,0,0,0,0,1,0,0
25000,15,23.0,0.36,0,1,0,0,1,1,0,1,0,1,2500,0,1,25000,1.0,1,12,1,0,1,1,3,1,1,0,1,0,0,2,1,4,0,0,0,0,0,0,0,0,0,1
190000,15,102.6,0.5,0,0,1,1,1,1,1,1,1,1,12000,0,1,190000,1.0,1,12,0,1,3,1,1,1,1,1,0,0,0,7,1,4,0,1,0,0,0,1,0,0,0,0
27000,9,24.1,0.75,0,0,1,0,1,1,0,1,0,1,3500,0,1,30000,0.0,1,12,1,0,2,1,1,0,1,1,0,0,0,2,1,4,0,1,0,0,0,0,0,0,1,0
30000,9,25.0,0.38,0,1,1,0,1,1,0,1,1,1,3000,0,1,30000,1.0,1,12,1,0,2,2,1,2,1,0,1,0,0,9,0,4,0,1,0,0,0,0,0,0,1,0
33000,17,36.0,0.2,1,0,1,0,1,1,0,1,0,1,4000,0,1,30000,0.0,1,12,1,0,1,1,1,1,1,0,1,0,0,6,0,4,1,0,0,0,0,1,0,0,0,0
55000,16,69.0,0.58,0,0,1,0,1,1,0,1,1,1,8000,0,1,55000,0.59,1,12,0,1,1,0,2,1,1,1,0,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0
35000,16,37.0,0.25,0,1,1,0,1,1,1,1,1,1,0,1,1,35000,0.7,1,12,1,0,3,0,1,1,2,0,1,0,0,3,1,4,1,0,0,0,0,0,0,1,0,0
210000,4,78.0,0.82,1,1,1,1,1,1,1,1,1,1,0,1,1,190000,0.0,2,3,0,2,3,1,1,2,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0
45000,5,33.6,0.25,1,0,0,0,1,1,0,1,0,1,5000,0,1,45000,0.6,1,12,1,0,2,1,1,1,1,1,1,0,0,19,1,4,0,1,0,0,0,0,0,0,0,1
45000,11,36.6,0.8,1,0,1,0,1,1,0,1,1,1,7000,0,1,45000,0.0,1,3,1,0,3,1,1,0,1,0,1,0,0,14,1,4,0,1,0,0,1,0,0,0,0,0
100000,18,37.0,0.57,0,0,1,1,1,1,1,1,1,1,10000,0,1,100000,0.0,1,12,1,0,3,0,3,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0
25000,12,20.7,0.36,0,1,1,0,1,1,0,1,1,1,3000,0,1,25000,0.5,1,12,1,0,2,1,3,1,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0
130000,23,43.0,0.25,0,1,1,1,1,1,1,1,1,1,7000,0,0,130000,0.0,1,12,0,1,3,1,0,2,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0
77000,19,38.8,0.73,0,1,1,1,1,1,1,1,1,1,10000,0,1,70000,0.0,1,12,0,1,3,1,1,1,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,1,0,0
40000,9,24.0,0.43,0,1,1,0,1,1,0,1,0,1,4000,0,1,40000,0.5,1,3,0,1,2,0,0,0,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0
45000,17,42.0,0.67,0,1,1,0,1,1,0,1,0,1,4500,0,1,45000,0.6,1,12,0,1,1,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0
100000,4,55.0,0.56,1,0,0,0,1,1,1,1,1,1,10000,0,1,100000,0.0,1,3,0,1,3,0,1,1,1,0,1,1,0,9,0,2,0,0,0,0,0,1,0,0,0,0
40000,6,31.0,0.68,1,0,1,0,1,1,1,1,1,1,3000,0,1,50000,0.0,1,12,1,0,2,1,2,0,1,1,1,0,0,1,1,4,1,0,0,0,0,0,0,1,0,0
75000,17,62.0,0.2,1,0,1,0,1,1,1,1,1,1,5000,0,1,80000,0.0,1,12,1,0,3,0,1,1,2,0,1,0,0,4,1,4,1,0,0,0,0,0,0,1,0,0
30000,20,37.0,0.5,1,0,1,0,1,1,0,1,1,1,3000,0,0,30000,0.0,1,12,1,0,2,0,1,1,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0
140000,8,60.0,0.62,1,0,1,1,1,1,1,1,1,1,0,1,1,140000,0.0,1,12,1,1,3,1,1,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0
30000,5,34.5,0.8,0,0,0,1,1,1,0,1,0,1,3000,0,1,30000,0.5,1,12,0,1,1,0,1,1,1,1,0,0,0,20,0,2,0,0,0,0,0,1,0,0,0,0
34000,9,20.0,0.29,0,0,1,0,1,1,0,1,1,1,4000,0,1,34000,0.8,1,12,0,1,3,1,1,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0
85000,4,56.0,0.33,0,1,1,0,1,1,1,1,1,1,5000,0,1,85000,0.0,1,12,0,1,3,0,1,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0
75000,11,47.8,0.8,0,1,1,1,1,1,1,1,0,1,6000,0,1,75000,0.0,1,12,1,0,2,0,0,0,1,0,0,0,0,10,1,2,0,0,1,0,0,0,0,1,0,0
35000,6,38.0,0.56,0,1,1,0,1,1,0,1,1,1,3000,0,1,35000,0.0,1,3,1,0,2,2,2,1,3,0,1,1,0,11,0,3,1,0,0,0,0,0,0,0,1,0
25000,7,23.0,0.78,1,0,1,0,0,1,0,1,0,1,3000,0,1,27000,0.0,1,3,1,0,2,1,2,2,1,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1
35000,12,28.0,1.0,1,0,1,0,1,1,0,1,1,1,4000,0,1,35000,0.7,1,12,1,0,3,1,1,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,1,0
45000,5,29.2,0.55,0,1,1,0,1,1,1,1,1,1,8000,0,1,20000,0.45,1,3,1,0,2,1,1,1,0,0,1,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0
35000,5,27.0,0.5,1,0,0,0,1,1,0,1,0,1,2000,0,0,37000,0.0,1,12,1,0,2,1,2,1,3,0,1,0,0,7,1,4,0,1,0,0,0,0,0,0,0,1
35000,12,25.0,0.7,0,1,0,1,1,1,0,1,1,1,2200,0,1,33000,0.0,1,12,1,0,2,1,3,0,3,0,1,0,0,3,1,4,0,0,1,1,0,0,0,0,0,0
33000,4,35.0,1.0,1,0,1,0,1,1,0,1,1,1,6000,0,1,4000,0.0,1,3,0,1,1,0,1,1,1,0,0,1,0,7,0,2,0,0,1,0,0,0,0,1,0,0
125000,9,67.3,0.67,0,1,0,1,1,1,1,1,0,1,13000,0,1,125000,0.6,1,12,1,0,3,1,1,2,1,0,1,0,0,3,1,4,1,0,0,0,0,0,0,1,0,0
31500,7,25.6,1.0,0,1,1,0,1,1,0,1,1,1,4000,0,1,15000,0.0,1,3,1,0,2,0,2,0,1,1,0,0,0,6,1,4,0,1,0,0,0,0,0,0,1,0
130000,13,130.0,0.67,1,1,1,1,1,1,1,1,1,1,20000,0,1,130000,0.5,1,12,2,0,2,1,0,1,1,1,0,0,1,32,1,3,0,0,0,0,0,0,0,0,0,1
100000,14,109.0,0.5,0,0,1,0,1,1,1,1,1,1,15000,0,1,100000,0.5,1,12,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
75000,14,39.6,0.67,0,0,1,0,1,1,1,1,1,1,5000,0,1,80000,0.5,1,12,1,0,3,1,1,1,1,0,0,0,0,18,1,4,0,1,0,0,0,0,0,0,1,0
28000,12,26.0,0.13,0,1,1,0,1,0,0,1,0,1,3600,0,1,28000,0.5,1,12,1,0,0,0,2,0,3,0,1,0,0,3,1,4,0,0,1,1,0,0,0,0,0,0
35000,21,56.4,0.4,1,0,1,0,1,1,0,1,0,1,5000,0,1,35000,1.0,1,12,0,1,0,0,0,0,1,0,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,0
58000,19,35.0,0.44,1,0,1,0,1,1,1,1,1,1,5000,0,1,58000,0.6,1,12,1,0,2,1,1,1,0,0,1,0,0,16,1,4,0,1,0,0,0,0,0,1,0,0
35000,9,29.0,0.85,0,1,1,0,1,1,0,1,1,1,5000,0,1,35000,0.0,1,3,1,0,3,1,1,1,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0
115000,9,70.0,0.4,0,0,1,1,1,1,1,1,1,1,9000,0,1,115000,0.5,1,12,0,1,3,1,1,2,0,0,0,0,0,6,1,4,0,1,0,0,0,0,0,0,1,0
56000,5,40.0,1.0,0,0,1,0,1,1,1,1,1,1,4000,0,1,56000,0.5,1,12,1,0,3,0,1,1,1,0,1,0,0,10,1,3,1,0,0,0,0,0,0,0,0,1
50000,5,36.6,0.68,0,1,1,0,1,1,0,1,1,1,2500,0,1,50000,0.0,1,12,1,0,2,2,2,2,3,1,0,0,1,9,1,4,0,0,0,0,0,0,0,0,1,0
200000,17,128.0,0.33,1,1,1,0,1,1,1,1,1,1,20000,0,1,200000,1.0,1,12,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
75000,5,62.2,1.0,1,0,1,0,1,1,0,1,1,1,0,1,1,75000,0.0,1,12,1,0,3,0,0,1,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0
50000,7,50.0,0.21,1,0,0,0,1,1,0,1,1,1,0,1,1,30000,0.7,1,3,0,1,2,4,0,1,1,1,0,0,0,4,1,4,0,1,0,0,0,0,0,1,0,0
70000,16,70.0,0.54,0,0,1,0,1,1,1,1,1,1,10000,0,1,70000,0.5,1,12,0,1,3,1,1,2,1,1,0,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0
47000,15,26.0,0.11,0,1,1,0,1,1,0,1,1,1,5000,0,1,50000,0.0,1,12,1,0,3,1,1,1,3,0,0,1,0,8,0,4,0,1,0,0,0,0,0,0,0,0
44000,3,24.0,0.22,0,0,1,1,1,1,1,1,1,1,0,1,1,44000,0.0,0,3,0,0,0,1,1,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0
40000,18,33.1,1.0,1,0,1,0,1,1,0,1,1,1,4000,0,1,40000,0.5,1,12,1,0,2,1,0,2,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0
49000,17,40.0,0.35,0,1,1,0,1,1,0,1,1,1,0,1,1,35000,0.0,1,3,1,0,2,0,1,0,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0
40000,15,33.2,0.5,0,0,0,0,1,0,0,0,0,0,0,1,1,40000,0.5,0,12,1,0,1,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0
36000,10,35.0,0.42,1,0,1,0,1,1,0,1,1,1,4000,0,1,36000,0.0,1,12,1,0,2,1,1,2,3,0,1,0,0,8,0,4,0,0,1,0,0,0,0,0,0,1
20000,14,22.0,0.35,0,0,1,0,1,1,0,1,0,1,3000,0,1,20000,0.5,1,12,1,0,1,0,2,1,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0
48000,3,23.0,0.39,0,0,1,1,1,1,0,1,1,1,0,1,1,48000,0.0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0
37000,14,36.0,0.23,1,0,1,0,1,1,1,1,1,1,6000,0,1,37000,0.0,1,12,0,1,2,1,1,2,1,1,0,0,0,22,0,4,1,0,0,0,1,0,0,0,0,0
35000,2,48.0,0.9,1,0,1,0,1,1,0,1,1,1,4000,0,1,35000,1.0,1,12,0,1,2,0,1,1,1,0,0,0,0,12,1,2,0,0,0,0,0,0,0,1,0,0
30000,6,32.0,0.89,1,0,1,0,1,1,0,1,1,1,6000,0,1,30000,0.0,1,3,1,0,3,0,3,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0
40000,202625,25.0,0.33,0,0,1,0,1,1,0,1,0,1,0,1,1,40000,0.7,0,12,1,0,1,0,1,0,1,1,0,0,0,12,1,4,1,0,0,0,0,1,0,0,0,0
35000,3,16.0,0.89,0,0,1,1,1,1,0,0,1,1,0,1,1,35000,0.0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0
50000,4,25.0,0.9,0,1,1,0,1,1,0,1,0,1,2000,0,1,50000,0.0,1,12,1,0,2,2,2,2,3,0,1,1,0,46,0,4,1,0,0,0,0,0,0,1,0,0
35000,7,31.0,0.92,1,0,1,0,1,1,0,1,0,1,0,1,1,35000,0.0,1,12,1,0,2,1,1,1,1,1,0,0,0,7,1,4,1,0,0,0,0,0,0,0,1,0
45000,17,36.0,0.32,1,0,1,0,1,1,1,1,1,1,5000,0,1,50000,0.0,1,12,1,0,2,1,1,1,3,0,1,0,0,6,1,4,1,0,0,0,0,1,0,0,0,0
35000,19,25.0,1.0,0,1,1,0,1,1,1,1,1,1,3000,0,1,30000,0.0,1,3,1,0,3,1,1,1,1,0,1,0,0,13,1,4,1,0,0,0,0,0,0,1,0,0
28000,12,27.0,0.25,0,1,0,0,1,1,0,1,1,1,4000,0,1,20000,0.0,1,12,1,0,2,1,1,1,0,0,1,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0
60000,20,61.0,0.6,1,0,1,0,1,1,1,1,1,1,6000,0,1,50000,0.0,1,3,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
38000,15,37.0,1.0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0.0,1,3,0,0,1,1,1,1,3,1,0,1,0,11,0,3,0,0,1,0,0,0,1,0,0,0
36000,19,39.6,0.17,1,0,1,0,1,1,1,1,1,1,0,1,1,40000,0.0,1,12,0,1,2,1,1,0,1,0,0,1,0,22,1,4,0,0,1,0,0,0,1,0,0,0
30000,7,35.0,0.76,0,0,0,0,1,1,0,1,1,1,5000,0,1,15000,0.0,1,12,1,0,1,0,2,1,1,0,1,0,0,5,0,4,0,1,0,0,0,0,1,0,0,0
32000,11,18.4,0.62,0,1,1,0,1,1,0,1,1,1,6500,0,1,20000,0.0,1,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
48000,3,29.0,0.22,0,1,1,1,1,1,0,1,1,1,0,1,1,48000,0.0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0
35000,24,50.0,0.89,0,0,1,0,1,1,0,1,1,1,5500,0,1,35000,0.5,1,12,0,1,1,0,1,1,1,0,1,0,0,8,0,2,0,0,1,0,0,0,0,1,0,0
36000,17,30.08,0.92,0,1,1,0,1,1,1,1,1,1,3000,0,1,36000,0.0,1,12,1,0,2,1,1,1,0,0,1,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0
80000,5,53.9,0.4,1,0,1,1,1,1,1,1,1,1,7000,0,1,80000,0.5,1,12,0,1,2,0,0,1,1,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0
28000,12,24.0,0.21,0,1,0,0,1,1,0,1,1,1,0,1,1,30000,0.0,1,12,1,0,1,1,1,1,0,1,0,1,0,0,1,4,0,1,0,1,0,0,0,0,0,0
39000,20,32.0,0.2,1,0,1,0,1,1,0,1,1,1,5000,0,1,39000,0.0,1,12,1,0,2,0,0,1,1,0,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0
140000,11,175.0,0.88,0,1,1,1,1,1,1,1,1,1,15000,0,1,140000,0.5,1,12,2,0,2,0,1,2,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0
47000,6,28.5,0.57,1,0,1,0,1,1,1,1,1,1,3000,0,1,47000,0.25,1,12,1,0,2,1,1,0,0,1,0,0,0,9,1,4,0,1,0,0,0,1,0,0,0,0
33000,8,38.0,0.16,1,0,1,0,1,1,0,1,1,1,4600,0,1,33000,0.0,1,12,0,1,2,1,2,2,1,0,1,0,0,4,1,4,0,1,0,0,0,0,0,0,1,0
110000,10,46.0,0.33,0,1,1,1,1,1,1,1,1,1,10000,0,1,110000,0.6,1,12,1,0,3,0,1,1,0,0,1,0,0,11,0,4,0,1,0,0,0,0,0,1,0,0
79000,6,50.0,0.14,0,0,1,1,1,1,1,1,1,1,5000,0,0,79000,0.5,1,12,1,0,3,0,1,1,3,0,1,0,0,7,0,3,0,0,0,0,0,0,0,0,1,0
30000,8,38.0,0.85,0,0,1,0,1,1,0,1,1,1,3000,0,1,30000,0.5,1,12,1,0,2,0,2,2,1,0,0,0,0,19,1,4,0,1,0,0,0,0,0,0,1,0
35000,20,33.86,0.75,0,1,1,0,1,1,0,1,1,1,4000,0,1,35000,0.0,1,12,1,0,1,0,1,1,1,1,1,0,0,6,0,4,0,1,0,0,0,0,0,1,0,0
150000,14,50.0,0.33,1,1,1,1,1,1,1,1,1,1,10000,0,1,150000,0.0,1,12,1,0,3,1,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0
25000,14,20.5,0.16,0,1,0,0,0,0,0,0,0,0,3000,0,1,25000,0.0,1,12,1,0,2,1,3,1,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0
400000,12,144.0,0.38,1,1,1,1,1,1,1,1,1,1,20000,0,1,400000,1.0,1,12,2,0,3,0,0,0,2,0,0,0,0,48,0,3,0,0,0,0,0,0,0,0,0,0
105000,18,66.0,0.67,1,1,1,0,1,1,1,1,1,1,8000,0,1,105000,1.0,1,12,0,1,3,0,2,2,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0
119000,14,60.0,0.33,0,1,1,0,1,1,1,1,1,1,5000,0,1,119,0.0,1,12,1,0,3,1,1,1,3,1,0,0,0,8,0,4,0,1,0,0,0,0,0,0,0,0
55000,10,38.0,0.73,1,0,0,0,1,1,0,1,0,1,0,1,1,55000,0.0,1,12,1,0,2,1,1,0,1,0,1,0,0,4,0,4,1,0,0,0,0,0,0,0,1,0
33000,9,24.5,0.23,0,1,1,0,1,1,0,1,1,1,3000,0,1,35000,0.0,1,12,1,0,2,0,0,1,1,0,1,0,0,9,0,4,0,1,0,0,0,0,0,0,1,0
34000,5,22.0,0.5,1,0,1,0,1,1,0,1,1,1,4000,0,0,20000,0.0,1,3,1,0,3,0,0,1,1,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,0,0
43000,21,36.0,0.25,1,0,1,0,1,1,1,1,1,1,4000,0,1,43000,0.0,1,12,1,0,2,1,1,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0
38000,9,40.0,0.33,1,0,0,0,1,1,1,1,1,1,7000,0,1,0,0.0,1,3,0,0,1,0,4,1,1,0,0,0,0,7,0,4,0,1,0,0,0,1,0,0,0,0
75000,18,43.8,0.21,0,1,1,0,1,0,0,1,1,1,4500,0,1,75000,0.0,1,12,1,0,3,1,1,2,0,0,1,0,1,0,1,4,0,1,0,0,0,1,0,0,0,0
57900,12,40.0,0.46,0,0,1,1,1,1,1,1,1,1,4000,0,1,60000,1.0,1,12,1,0,3,0,2,2,3,0,0,0,0,12,0,4,0,0,1,1,0,0,0,0,0,0
35000,6,14.0,0.5,0,1,1,0,1,1,0,1,1,1,5000,0,1,20000,0.0,1,3,1,0,1,0,0,1,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,0,0
45000,17,50.0,1.0,0,1,1,0,1,1,1,1,1,1,0,1,1,60000,0.0,1,12,0,1,2,2,1,1,1,1,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,1
33000,6,25.0,0.05,1,0,1,0,1,1,0,1,0,1,2000,0,1,33000,0.0,1,12,1,0,2,0,0,0,1,0,0,0,0,2,1,4,0,1,0,0,0,0,1,0,0,0
40000,21,40.0,0.8,1,0,1,0,1,1,0,1,1,1,0,1,1,40000,0.0,1,3,0,1,1,1,2,1,1,1,0,0,1,4,1,4,0,0,1,0,0,0,0,1,0,0
32000,5,45.0,0.27,1,0,1,1,1,1,0,1,1,1,0,1,1,35000,0.5,1,3,0,1,1,0,1,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0
28000,11,24.2,0.58,0,1,1,0,1,1,0,1,1,1,2000,0,1,30000,0.0,1,12,1,0,1,1,1,1,1,1,0,0,0,20,1,4,0,1,0,0,1,0,0,0,0,0
35000,9,23.0,0.2,0,1,1,0,1,0,0,1,1,1,2500,0,1,35000,0.0,1,12,1,0,2,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0
60000,20,54.0,0.95,1,0,1,1,1,1,1,1,0,1,0,1,1,100000,0.0,1,12,0,1,2,1,1,1,3,1,0,0,0,4,0,4,1,0,0,0,0,1,0,0,0,0
28000,7,30.0,0.56,1,0,1,0,0,0,0,1,1,1,0,1,1,25000,1.0,1,12,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0
45000,23,39.0,0.56,1,0,1,0,0,1,0,1,0,1,5000,0,1,45000,0.0,1,12,1,0,2,1,1,1,1,1,0,0,0,2,1,3,0,1,0,0,0,1,0,0,0,0
57000,6,78.0,0.2,0,1,1,0,1,1,0,1,1,1,8500,0,1,57000,0.0,1,12,0,1,1,0,0,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0
34000,24,31.0,0.16,0,1,1,0,1,1,0,1,0,1,3000,0,1,34000,0.0,1,12,1,0,2,2,3,1,1,1,0,0,0,2,1,3,0,1,0,0,0,1,0,0,0,0
50000,21,55.0,0.56,1,0,1,0,1,1,0,1,1,1,5000,0,1,10000,0.0,1,3,0,1,2,1,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0
65000,5,44.1,0.56,0,1,1,1,1,1,1,1,1,1,5000,0,1,65000,0.0,1,12,1,0,3,0,1,1,1,1,0,0,0,8,1,4,0,0,0,0,0,0,0,0,0,0
40000,23,24.1,0.92,0,1,0,0,1,1,0,1,1,1,2500,0,1,40000,0.5,1,12,1,0,2,1,1,2,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1
47000,10,58.0,0.8,1,0,1,0,1,1,1,1,0,1,8000,0,1,50000,0.5,1,12,1,1,2,1,1,1,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,1
115000,19,60.0,0.73,1,1,1,1,1,0,1,1,1,1,0,0,1,115000,0.0,1,3,1,1,3,1,1,2,3,0,0,1,0,7,1,4,0,0,0,0,0,0,0,0,0,0
60000,13,31.4,0.33,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0.0,1,3,1,0,3,0,1,0,3,0,0,0,0,6,1,4,0,0,0,0,0,0,0,1,0,0
42500,9,39.0,0.85,1,0,1,0,1,1,0,1,1,1,0,1,1,50000,0.0,1,12,1,0,1,1,1,1,1,1,1,0,0,17,1,4,0,1,0,0,1,0,0,0,0,0
