price_per_month,metro_nearest_time,total_area,floor,has_bath_flg,has_shower_flg,has_internet_flg,has_ac_flg,has_room_furniture_flg,has_kitchen_furniture_flg,has_dishwasher_flg,has_washer_flg,has_tv_flg,has_fridge_flg,utility_fixed_bill,utility_usage_bill_flg,utility_counters_extra_flg,deposit,comission,prepayment_months_cnt,rent_term_months_cnt,combined_bathrooms_cnt,separate_bathrooms_cnt,repair_cat,freight_elevators_cnt,passenger_elevators_cnt,parking_cat,heating_cat,balcony_cnt,loggia_cnt,has_garbage_chute_flg,has_concierge_flg,entrances_cnt,individual_project_flg,era_cat,house_type_monolithic_flg,house_type_monolithic_brick_flg,house_type_panel_flg,district_krasnogvardeysky_flg,district_krasnoselsky_flg,district_moskovsky_flg,district_nevsky_flg,district_other_flg,district_primorsky_flg,district_vyborgsky_flg
65000,11,30.5,0.44,1,0,1,0,1,1,1,1,1,1,4000,0,1,65000,0.0,2,12,0,1,3,4,0,1,1,0,1,0,0,1,1,4,0,1,0,0,0,0,0,0,1,0
24000,9,24.0,0.68,0,0,1,0,1,1,0,1,1,1,3500,0,1,24000,0.6,1,12,1,0,2,1,1,1,3,1,0,0,0,4,1,4,1,0,0,0,0,0,1,0,0,0
29000,6,21.0,0.82,0,0,1,0,1,1,0,1,1,1,4000,0,1,29000,0.5,1,12,1,0,1,1,1,1,3,0,1,0,0,26,1,4,0,1,0,0,0,1,0,0,0,0
80000,21,35.7,0.79,0,0,1,1,0,0,0,0,0,1,3000,0,0,80000,0.5,1,12,1,0,3,1,1,2,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0
70000,11,42.0,0.3,0,0,1,0,0,1,1,1,1,1,5000,0,1,70000,0.5,2,12,0,1,3,1,1,1,3,0,1,0,0,17,1,4,1,0,0,0,0,0,0,1,0,0
430000,16,120.0,0.83,0,0,1,1,1,1,1,1,1,1,20000,0,1,430000,0.5,1,12,2,0,3,0,1,2,2,0,0,0,0,20,1,4,0,1,0,0,0,0,0,1,0,0
47000,4,36.0,0.36,0,0,1,0,1,1,1,1,1,1,3500,0,1,47000,0.5,1,12,1,0,3,0,3,1,3,0,0,0,0,3,0,4,0,1,0,0,0,0,0,0,1,0
50000,9,42.0,1.0,0,0,0,0,0,0,0,1,0,1,3000,0,1,50000,0.8,1,12,1,1,1,0,0,0,3,1,0,0,0,21,0,4,0,1,0,0,0,0,0,1,0,0
220000,7,100.0,0.62,0,0,1,1,1,1,1,1,1,1,10000,0,1,220000,0.5,1,12,1,1,3,0,2,2,1,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,0
50000,14,40.0,0.29,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1.0,1,12,1,0,2,1,1,0,0,1,0,0,0,11,1,3,1,0,0,0,0,1,0,0,0,0
35000,9,20.0,0.17,0,0,1,0,1,1,0,1,1,1,4500,0,1,15000,0.0,1,3,1,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
30000,6,40.0,0.5,1,0,1,0,1,1,0,1,0,1,4000,0,1,30000,0.5,1,12,0,1,2,0,1,1,1,1,0,0,0,6,0,3,0,0,1,0,0,0,0,0,1,0
120000,14,58.0,0.75,0,0,1,1,1,1,1,1,1,1,5000,0,1,120000,0.5,1,12,1,0,3,0,1,2,3,0,0,0,0,12,1,3,1,0,0,0,0,0,0,1,0,0
25000,12,25.0,0.33,0,1,0,0,1,1,0,1,1,1,3000,0,1,25000,0.0,1,12,1,0,2,1,1,1,1,0,1,0,0,16,1,4,1,0,0,0,1,0,0,0,0,0
41500,10,55.0,0.08,1,0,0,0,1,1,0,1,0,1,5300,0,1,20000,0.0,1,3,0,1,1,1,1,1,1,0,0,1,0,4,0,3,0,0,1,0,0,0,0,0,1,0
48000,18,24.3,0.58,0,0,1,0,1,1,1,1,1,1,3500,0,1,48000,0.8,1,12,1,0,1,0,0,2,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0
70000,9,40.0,0.75,0,1,1,0,1,0,0,1,0,1,0,0,1,70000,0.0,1,12,1,0,3,0,0,0,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0
53000,18,33.1,0.56,0,0,1,0,0,1,0,1,0,1,5000,0,1,53000,0.5,1,12,1,0,3,1,1,2,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0
35000,8,37.0,0.64,1,0,1,0,1,1,0,1,0,1,4000,0,1,35000,0.7,1,12,0,1,1,1,2,2,1,0,1,0,0,7,0,4,0,1,0,1,0,0,0,0,0,0
64000,18,70.4,0.4,1,0,1,0,1,1,0,1,1,1,6000,0,1,64000,0.8,1,12,0,1,1,1,1,2,1,1,0,0,0,7,1,3,0,0,0,0,0,0,0,1,0,0
35000,6,24.3,0.87,0,1,0,0,1,1,0,1,0,1,4000,0,1,35000,0.0,1,12,1,0,2,1,1,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0
104900,16,54.2,0.5,1,0,1,0,1,1,1,1,1,1,7000,0,1,0,1.0,1,3,1,0,3,1,1,2,2,0,1,0,0,31,1,4,1,0,0,0,0,0,0,1,0,0
34000,10,36.0,0.48,1,0,1,0,1,1,0,1,1,1,5000,0,1,33000,0.0,1,12,1,0,2,3,3,1,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0
65000,9,54.0,1.0,1,0,1,1,1,1,1,1,1,1,6000,0,1,80000,0.8,1,12,0,1,1,0,0,2,1,0,1,0,0,4,0,4,1,0,0,0,1,0,0,0,0,0
85000,14,37.0,0.8,0,1,0,1,1,1,1,0,1,1,5000,0,1,85000,0.8,1,12,1,0,3,0,0,0,3,0,1,0,0,4,1,4,1,0,0,0,0,0,0,0,1,0
70000,4,49.2,0.5,0,0,1,0,1,1,1,1,1,1,5000,0,1,70000,1.0,1,12,1,0,3,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
27000,9,25.0,0.15,0,1,1,0,1,1,0,1,1,1,0,1,1,27000,0.0,1,12,1,0,2,1,2,1,1,1,0,0,0,9,0,4,0,1,0,0,0,0,0,0,1,0
38000,10,35.0,0.92,1,0,1,1,1,1,0,1,1,1,3500,0,1,0,0.0,1,3,1,0,2,1,1,1,1,0,1,0,0,7,0,4,1,0,0,0,0,0,0,0,1,0
43000,19,40.0,1.0,0,0,1,0,1,1,0,1,1,1,8500,0,1,43000,0.5,1,12,1,0,2,0,3,1,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1
54000,8,20.0,0.5,0,1,1,0,1,1,0,1,1,1,0,0,0,50000,0.0,1,3,1,0,3,4,4,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
35000,10,24.0,0.15,0,1,1,0,1,1,1,1,1,1,2000,0,1,35000,0.0,1,12,1,0,2,1,1,1,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0
35000,6,29.0,0.67,1,0,1,0,1,1,1,1,1,1,10000,0,0,20000,0.3,1,3,1,0,2,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31000,10,31.0,0.33,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0.5,1,12,1,0,2,1,1,1,0,0,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0
65000,17,43.5,0.6,0,1,1,0,1,1,1,1,0,1,5000,0,1,65000,0.5,1,12,1,0,2,1,1,1,1,0,1,0,0,1,1,4,0,1,0,0,0,0,0,1,0,0
26500,8,24.0,1.0,1,0,1,1,1,1,0,1,0,1,5000,0,1,26500,0.5,1,12,1,0,2,0,1,1,1,0,0,0,0,19,1,4,0,1,0,0,0,0,0,0,1,0
39900,11,26.0,0.2,1,0,1,0,1,1,0,1,1,1,5000,0,1,30000,0.0,1,3,1,0,2,1,1,1,1,1,0,0,0,9,0,3,0,0,0,0,0,1,0,0,0,0
38850,8,28.0,0.94,1,0,1,0,1,1,0,1,1,1,0,0,0,30000,0.0,1,3,1,0,3,4,4,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
52800,10,26.0,0.8,0,1,1,0,1,1,0,1,1,1,0,0,0,60000,0.0,1,3,1,0,3,1,4,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
49350,8,42.0,0.62,1,0,1,0,1,1,0,1,1,1,0,0,0,40000,0.0,1,3,1,0,2,4,4,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1
550000,22,115.6,0.58,0,0,1,1,1,1,1,1,1,1,0,0,0,550000,0.5,1,12,2,0,3,0,2,2,3,0,0,0,0,12,1,4,1,0,0,0,0,0,0,1,0,0
35000,23,16.0,0.5,0,1,1,0,1,1,0,1,1,1,4000,0,1,17000,0.0,1,3,0,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
30000,15,30.0,0.86,1,1,1,0,1,0,0,1,0,1,5000,0,1,30000,0.0,1,12,1,1,3,1,1,1,1,1,1,0,0,11,1,4,0,1,0,0,1,0,0,0,0,0
37500,10,35.0,0.92,1,0,1,1,1,1,0,1,1,1,3500,0,1,37500,0.0,1,3,1,0,2,1,1,1,1,0,1,0,0,7,0,4,1,0,0,0,0,0,0,0,1,0
45000,10,35.1,0.86,0,0,1,0,1,1,1,1,1,1,7000,0,1,45000,0.5,1,12,1,0,2,0,2,1,3,0,0,0,0,10,1,4,0,0,1,0,0,0,0,0,1,0
32000,14,33.0,0.07,1,0,0,0,1,1,0,1,0,1,5000,0,0,0,0.7,1,12,0,1,2,0,1,1,1,0,0,0,0,10,0,2,0,0,1,0,0,0,0,0,0,1
80000,24,62.0,0.21,1,1,0,0,1,1,0,1,1,1,0,1,1,75000,0.0,1,12,0,0,2,0,2,0,1,1,0,1,0,2,0,2,0,0,0,0,0,0,0,1,0,0
55000,5,26.0,0.88,0,1,1,1,1,1,0,1,1,1,15000,0,1,20000,0.0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
50000,2,21.0,0.5,1,0,0,0,1,1,0,1,1,1,3000,0,1,50000,0.5,1,12,1,0,3,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0
37000,12,24.0,0.7,0,1,1,0,1,1,0,1,1,1,3500,0,1,37000,0.0,1,12,1,0,2,1,1,1,1,0,1,1,0,3,0,4,0,1,0,0,0,0,1,0,0,0
50000,2,23.5,0.5,1,0,0,0,1,1,1,1,1,1,3000,0,1,50000,0.5,1,12,1,0,2,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0
55000,20,71.8,0.7,1,0,0,0,1,1,0,1,1,1,8000,0,1,55000,0.5,1,12,0,1,2,0,1,1,1,1,0,1,0,7,0,2,0,0,1,0,0,0,0,0,1,0
37000,5,59.0,0.58,1,0,1,0,1,1,0,1,1,1,6000,0,1,37000,0.0,1,12,0,1,1,2,2,1,1,0,2,0,0,8,1,4,0,0,0,0,0,0,0,0,0,1
109000,13,57.0,0.9,0,0,1,0,1,1,1,1,1,1,5000,0,1,114000,0.5,1,12,2,0,3,0,1,2,3,0,0,0,0,2,1,4,0,1,0,0,0,0,0,1,0,0
24000,8,19.0,0.25,0,1,1,0,1,1,0,1,1,1,4500,0,0,10000,0.5,1,12,1,0,1,0,0,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0
65000,7,28.0,0.2,0,1,1,0,1,1,1,1,1,1,0,0,1,65000,0.0,1,12,1,0,3,0,1,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,1,0,0
45000,24,32.0,0.89,0,1,1,0,1,1,0,1,1,1,5000,0,1,45000,0.0,1,3,1,0,3,1,3,1,1,0,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,1
32000,21,32.0,0.6,1,0,1,0,1,1,0,1,0,1,4000,0,1,32000,0.5,1,12,0,1,2,0,0,1,1,1,0,0,0,6,0,2,0,0,1,0,0,1,0,0,0,0
490000,23,134.0,1.0,1,1,1,1,1,1,1,1,1,1,10000,0,1,490000,1.0,1,12,2,1,3,1,0,2,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0
95000,8,90.0,1.0,1,1,1,1,1,0,1,1,1,1,6000,0,1,95000,0.5,1,12,1,0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43000,11,39.0,0.92,1,0,1,0,1,1,0,1,0,0,8500,0,1,43000,0.0,1,12,1,0,2,0,2,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1
31000,10,31.0,0.33,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0.5,1,12,1,0,2,1,1,1,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,0,0,0
60000,6,40.0,0.22,1,0,1,1,1,1,1,1,1,1,15000,0,1,60000,0.0,1,3,0,2,3,2,4,2,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
75000,8,52.0,0.88,1,0,0,1,1,1,1,1,1,1,7000,0,1,80000,0.0,1,12,0,1,3,1,1,2,1,0,1,0,0,7,0,4,1,0,0,1,0,0,0,0,0,0
39000,3,26.0,1.0,1,0,1,1,1,1,0,1,1,1,5000,0,1,20000,0.0,1,3,1,0,3,0,0,0,1,1,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0
43000,10,25.0,0.73,0,1,1,0,1,1,1,1,1,1,3500,0,1,43000,0.0,1,3,1,0,3,1,1,2,1,0,1,1,0,4,1,4,1,0,0,0,0,0,0,0,1,0
42000,10,38.0,0.65,0,1,1,0,1,1,0,1,1,1,3900,0,1,42000,1.0,1,12,1,0,2,2,3,0,3,0,1,0,0,3,0,4,1,0,0,0,0,0,0,1,0,0
40000,5,38.7,0.07,1,0,1,0,1,1,0,1,0,1,4000,0,1,40000,0.0,1,12,1,0,2,1,2,2,1,0,1,0,0,1,1,4,1,0,0,0,0,0,1,0,0,0
45000,7,35.0,0.95,1,0,0,0,1,1,1,1,1,1,0,1,1,50000,0.0,1,12,1,0,2,1,1,2,1,0,1,0,0,4,1,4,1,0,0,0,0,0,0,0,1,0
45000,21,25.0,0.58,0,1,0,0,1,1,0,1,0,1,4000,0,1,45000,0.0,1,12,1,0,2,1,1,1,1,0,1,0,0,12,0,4,0,0,1,0,0,0,0,1,0,0
38000,8,33.0,0.55,0,1,1,0,1,1,0,1,1,1,4000,0,1,38000,0.6,1,12,1,0,2,2,2,2,1,0,0,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0
130000,16,50.0,0.9,0,0,1,1,1,1,1,1,1,1,7000,0,1,130000,1.0,1,12,1,0,3,0,1,1,2,0,0,0,0,31,1,4,1,0,0,0,0,0,0,1,0,0
40000,4,17.0,1.0,0,1,1,0,1,1,0,1,1,0,3000,0,1,25000,0.0,1,3,1,0,1,0,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
39900,6,21.7,0.2,0,1,0,0,1,1,0,1,0,1,3000,0,1,0,0.7,1,12,1,0,2,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0
55000,11,38.0,0.75,1,0,1,1,1,1,1,1,1,1,0,1,1,55000,0.0,1,12,1,0,2,1,2,1,1,1,0,1,0,4,0,4,1,0,0,0,1,0,0,0,0,0
115000,14,93.0,0.52,1,0,1,1,1,1,1,1,1,1,0,1,1,115000,0.0,1,3,0,2,3,2,2,1,3,0,3,0,0,20,1,3,0,0,0,0,0,0,0,0,1,0
55000,14,43.0,0.08,0,0,1,0,1,1,1,1,1,1,4000,0,1,62000,0.6,1,12,0,1,2,0,2,0,0,0,0,0,0,17,1,4,0,1,0,0,0,1,0,0,0,0
43000,6,36.6,0.42,1,0,1,0,1,1,0,1,0,1,0,1,1,43000,0.0,1,12,1,0,2,1,1,1,3,0,1,0,0,26,1,4,0,1,0,0,0,1,0,0,0,0
120000,16,50.0,0.2,0,1,1,0,1,1,1,1,1,1,5000,0,1,120000,0.6,1,12,1,0,3,1,1,2,1,0,0,0,0,7,0,4,0,1,0,0,0,0,0,0,0,0
29000,10,30.0,0.61,0,1,1,0,1,1,0,1,1,1,0,1,1,29000,0.0,1,12,1,0,2,1,1,1,0,0,1,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0
38000,15,30.0,0.22,0,1,1,0,1,1,0,1,1,1,0,0,0,35000,0.0,1,3,1,0,2,0,1,1,1,0,0,1,0,8,0,2,0,0,1,0,0,0,0,1,0,0
65000,21,33.0,0.73,1,0,0,0,1,1,0,1,1,1,5000,0,1,50000,0.0,1,12,1,0,2,0,0,1,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0
22000,12,21.0,0.82,0,0,1,0,1,1,0,1,1,1,3000,0,1,15000,0.8,1,12,1,0,1,1,3,0,0,1,0,0,0,0,1,4,0,1,0,1,0,0,0,0,0,0
47800,8,32.6,0.69,1,0,0,0,1,1,0,1,0,1,4000,0,1,0,0.5,1,12,1,0,2,1,1,1,1,0,1,0,0,6,1,4,1,0,0,0,0,0,0,0,1,0
53100,6,33.0,0.7,1,1,1,0,1,1,0,1,0,1,3500,0,1,0,0.7,1,12,1,0,2,1,1,0,1,0,1,0,0,31,1,4,1,0,0,0,0,0,0,0,0,1
50000,12,47.7,0.27,1,0,1,0,1,1,0,1,0,1,5000,0,1,50000,0.7,1,12,0,1,2,1,2,1,3,1,0,0,0,1,1,4,0,0,1,0,0,0,0,0,1,0
41600,14,41.4,0.4,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0.7,1,12,1,0,2,0,0,1,1,0,0,0,0,7,0,2,0,0,1,0,1,0,0,0,0,0
30000,15,29.7,0.44,1,0,0,0,1,1,0,1,0,1,5000,0,1,30000,0.8,1,12,1,0,1,0,1,1,1,1,0,1,0,4,0,2,0,0,0,0,0,1,0,0,0,0
23000,10,34.1,0.29,1,0,1,0,1,1,0,1,0,1,5000,0,1,23000,0.6,1,12,1,0,1,2,1,1,3,1,0,0,0,14,0,4,1,0,0,0,0,0,0,0,0,1
60400,17,58.6,0.9,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0.7,1,12,0,1,2,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
91900,11,84.7,0.6,1,1,0,0,1,1,1,1,0,1,7000,0,1,0,0.5,1,12,1,0,2,2,0,1,0,0,1,0,0,0,0,4,0,1,0,0,1,0,0,0,0,0
54000,8,30.3,0.93,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0.0,1,12,1,0,2,4,0,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0
20000,12,30.0,0.2,0,0,0,0,1,1,0,1,0,1,4000,0,1,20000,0.0,1,3,1,0,2,1,1,0,0,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0
45000,7,38.1,0.25,1,0,0,0,0,0,0,1,0,1,4000,0,1,0,0.5,1,12,1,0,2,1,1,1,1,0,1,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0
64000,6,77.2,0.86,1,0,1,0,0,0,0,1,1,1,10000,0,0,0,0.7,1,12,0,1,2,0,1,1,1,1,0,0,0,3,1,2,0,0,0,0,0,0,0,1,0,0
55000,20,72.0,0.78,0,0,1,0,0,0,0,1,1,1,5000,0,1,55000,0.8,1,12,0,1,1,1,1,0,1,1,0,0,0,10,0,2,1,0,0,0,0,0,0,1,0,0
28000,14,28.0,0.17,0,1,1,0,1,1,0,1,1,1,4000,0,1,28000,0.5,1,12,1,0,1,1,1,0,2,0,0,0,0,2,0,3,1,0,0,0,0,0,0,1,0,0
30000,12,15.5,0.2,0,0,1,0,0,0,0,1,1,1,3000,0,1,25000,0.8,1,12,1,0,1,0,0,0,1,0,0,0,0,5,1,1,0,0,0,0,0,0,0,1,0,0
50000,18,34.0,0.42,0,0,0,0,0,0,0,1,1,1,4000,0,1,60000,0.8,1,12,1,0,2,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0
30000,3,14.0,0.67,0,1,1,1,1,1,0,1,1,1,2500,0,1,30000,0.8,1,3,1,0,1,1,1,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0
80000,4,64.0,0.17,0,1,1,1,1,1,1,1,1,1,10000,0,1,80000,0.5,1,12,1,0,3,0,2,1,1,0,1,0,0,4,1,4,1,0,0,0,0,0,0,0,1,0
33993,15,23.1,0.65,0,0,1,0,1,1,0,1,1,1,0,0,1,30000,0.0,1,12,1,0,2,0,3,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1
85000,8,66.9,0.4,0,0,1,0,1,1,0,1,1,1,10000,0,0,85000,0.75,1,12,0,1,3,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
65000,7,49.0,0.43,1,0,1,0,1,1,1,1,1,1,5000,0,1,65000,0.0,1,12,1,0,2,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
60000,5,57.2,0.6,0,0,0,0,1,0,0,1,0,0,5000,0,1,60000,0.8,1,12,1,1,1,1,1,2,3,0,2,0,0,12,1,4,0,0,0,1,0,0,0,0,0,0
30000,7,29.0,0.28,0,0,1,0,1,1,0,1,0,1,5000,0,1,30000,1.0,1,12,1,0,2,0,1,0,1,1,0,0,0,4,1,4,1,0,0,0,0,0,0,1,0,0
35000,17,25.0,0.26,0,1,1,0,1,1,0,1,1,1,0,1,1,25000,0.0,1,3,1,0,2,2,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0
30000,8,25.0,0.33,0,1,1,0,1,1,0,1,1,1,3500,0,1,30000,0.0,1,12,1,0,2,1,1,0,1,1,0,0,0,14,1,4,1,0,0,0,0,0,0,0,1,0
34000,4,25.0,0.68,0,1,0,0,1,1,0,1,0,1,3000,0,1,34000,0.5,1,12,1,0,2,2,1,2,3,1,0,0,0,3,0,4,0,1,0,0,0,0,0,0,1,0
33000,6,14.0,0.67,0,1,1,0,1,1,0,1,1,1,0,0,0,17000,0.0,1,3,1,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63000,7,45.0,0.95,1,0,1,0,1,1,1,1,1,1,3500,0,1,65000,0.5,1,12,1,0,3,1,2,0,1,0,1,0,0,20,1,4,0,0,1,0,0,0,0,1,0,0
90000,14,110.0,0.6,0,0,1,0,1,1,1,1,1,1,8000,0,1,50000,0.8,1,3,1,0,1,0,0,0,1,1,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0
34000,17,25.0,0.7,0,1,1,0,1,1,0,1,1,1,2500,0,1,30000,0.0,1,3,1,0,1,4,4,1,0,1,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0
125000,8,53.6,1.0,0,1,1,0,1,1,1,1,1,1,10000,0,1,125000,0.5,1,12,0,1,3,0,2,2,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,1,0,0
55000,12,50.5,0.31,1,0,1,0,1,1,0,1,1,1,5000,0,1,55000,1.0,1,12,0,1,2,0,3,1,3,0,1,0,0,1,1,4,0,0,1,0,0,0,0,0,1,0
38000,6,19.0,0.4,0,1,1,0,1,1,0,1,1,1,3500,0,1,20000,0.0,1,3,1,0,2,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0
30000,16,15.0,0.25,0,1,0,0,1,0,0,1,0,1,3000,0,1,30000,0.8,1,12,1,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0
75000,15,55.0,0.5,0,0,1,0,1,1,0,1,1,1,4000,0,1,75000,0.8,1,12,0,1,3,0,1,2,1,1,0,0,0,9,0,4,0,0,1,0,0,0,0,1,0,0
34000,6,24.0,0.93,0,1,0,0,1,1,0,1,0,1,2500,0,1,34000,0.0,1,12,1,0,2,1,1,1,0,0,1,0,0,0,1,4,0,1,0,0,0,0,1,0,0,0
33899,5,23.0,0.72,0,1,0,0,1,1,0,1,0,1,0,1,1,33900,0.0,1,3,0,0,2,0,2,0,1,0,1,0,0,10,0,4,0,0,0,0,0,1,0,0,0,0
39999,10,55.0,0.08,1,0,0,0,1,1,0,1,0,1,5300,0,1,20000,0.0,1,3,0,1,1,1,1,1,1,0,0,1,0,4,0,3,0,0,1,0,0,0,0,0,1,0
40000,5,38.0,0.24,1,0,1,1,0,1,0,1,1,1,4000,0,1,40000,0.5,1,12,0,1,1,1,2,1,3,0,1,0,0,1,1,4,0,1,0,0,0,0,0,0,1,0
300000,13,97.0,0.17,0,0,1,0,1,1,1,1,1,1,25000,0,1,400000,1.0,0,12,1,1,3,0,1,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0
65000,21,33.0,0.73,0,0,1,0,0,1,0,1,1,1,5000,0,1,65000,0.5,1,12,1,0,3,1,1,1,0,0,1,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0
50000,18,47.0,1.0,0,0,1,0,1,1,1,1,0,1,5000,0,0,50000,1.0,1,12,1,0,3,1,1,2,1,0,1,0,0,12,1,4,0,1,0,0,0,0,0,1,0,0
45000,1,24.2,0.17,0,0,1,0,1,0,0,1,1,1,5500,0,1,45000,0.5,1,12,1,0,3,2,2,2,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0
40000,16,50.0,0.71,1,0,1,0,1,1,0,1,0,1,5000,0,1,40000,0.0,1,3,0,1,2,0,1,1,1,0,1,1,0,4,1,3,0,0,0,0,0,0,0,1,0,0
195000,14,140.0,0.88,0,0,0,0,1,1,0,1,0,1,12000,0,1,195000,0.0,1,12,0,2,1,0,3,0,1,0,1,1,0,3,1,3,1,0,0,0,0,0,0,0,0,1
104900,16,54.2,0.5,1,0,1,0,1,1,1,1,1,1,7000,0,1,105000,1.0,1,12,1,0,3,1,1,2,2,0,1,0,0,31,1,4,1,0,0,0,0,0,0,1,0,0
55000,21,38.7,0.92,0,0,1,0,1,1,1,1,1,1,4500,0,1,60000,1.0,0,12,0,1,3,0,1,0,1,0,1,0,0,12,0,4,0,0,1,0,0,0,0,1,0,0
38000,21,44.5,1.0,1,0,1,0,1,1,0,1,1,1,5500,0,1,45000,0.0,2,3,0,1,3,0,0,0,1,0,0,0,0,5,0,2,0,0,1,0,0,0,0,1,0,0
40000,9,30.0,0.25,0,1,1,0,1,1,1,1,1,1,0,0,0,40000,0.0,1,3,1,0,2,0,0,0,1,0,0,0,0,9,1,1,0,0,0,0,0,0,0,1,0,0
40000,10,37.0,0.44,0,0,0,0,1,1,1,1,0,1,3500,0,1,40000,0.5,1,12,1,0,2,0,3,1,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,1,0
70000,25,24.5,0.75,0,0,1,0,1,1,1,1,0,1,5000,0,1,70000,0.5,1,12,0,1,3,0,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0
140000,10,65.4,0.8,0,0,1,0,1,1,1,1,1,1,10000,0,1,140000,1.0,1,12,1,0,3,0,0,2,1,0,0,0,0,8,1,1,0,0,0,0,0,0,0,1,0,0
42000,5,45.0,1.0,0,0,1,0,0,1,0,0,1,1,3500,0,1,42000,0.8,1,12,0,1,1,0,0,0,1,1,0,0,0,6,0,2,0,0,1,0,0,1,0,0,0,0
38000,21,28.0,0.33,0,1,1,0,1,1,1,1,1,1,5000,0,1,40000,0.0,1,12,1,0,1,1,1,0,1,1,0,0,0,12,0,4,0,0,1,0,0,0,0,1,0,0
24000,6,20.0,0.17,0,1,0,0,1,1,0,1,1,1,4000,0,0,24000,0.35,1,3,1,0,3,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,1,0,0
